frame_id,track_id,x,y,w,h,time
40,2,721,83,40,99,1567
41,1,200,210,114,259,1606
41,2,722,83,39,98,1606
42,1,205,210,111,258,1646
42,2,722,84,38,96,1646
43,1,210,205,112,263,1685
43,2,722,85,39,94,1685
44,1,218,197,119,276,1724
44,2,722,85,38,95,1724
45,1,224,196,119,276,1763
45,2,722,85,38,94,1763
46,1,238,205,120,268,1802
46,2,726,94,38,90,1802
47,1,243,205,124,265,1842
47,2,727,95,39,90,1842
48,1,244,198,132,275,1881
48,2,728,95,39,91,1881
49,1,251,198,131,274,1920
49,2,728,96,40,90,1920
50,2,728,96,41,91,1959
51,2,728,95,40,92,1998
51,3,714,84,36,96,1998
52,2,729,95,40,91,2038
52,3,713,84,36,96,2038
53,2,729,95,40,91,2077
53,3,713,83,36,97,2077
54,2,728,96,40,90,2116
54,3,712,83,36,97,2116
55,2,728,96,39,89,2155
56,1,254,192,134,279,2194
56,2,728,91,41,92,2194
57,1,255,188,136,284,2234
57,2,728,88,41,94,2234
58,1,257,181,138,293,2273
58,2,728,87,41,94,2273
58,4,262,170,97,148,2273
59,1,260,177,138,297,2312
59,2,727,87,41,93,2312
59,4,262,164,100,154,2312
60,1,271,176,139,299,2351
60,2,722,91,42,96,2351
60,4,268,158,99,155,2351
61,1,279,171,140,305,2390
61,2,721,93,41,98,2390
61,4,268,153,102,160,2390
62,1,300,193,120,268,2430
62,2,721,89,40,95,2430
63,1,311,202,109,251,2469
63,2,721,88,38,91,2469
64,1,316,203,107,248,2508
64,2,721,88,37,88,2508
64,5,288,161,77,255,2508
65,1,320,204,103,244,2547
65,2,721,87,37,88,2547
65,5,289,160,77,258,2547
66,1,322,201,103,248,2586
66,2,721,87,36,87,2586
66,5,291,158,78,263,2586
67,1,314,177,117,282,2625
67,2,721,87,35,86,2625
67,5,291,155,80,271,2625
68,1,329,178,114,279,2665
68,2,720,86,36,85,2665
68,5,300,152,83,282,2665
69,1,339,181,109,275,2704
69,2,720,86,35,86,2704
69,5,303,150,86,290,2704
70,1,342,176,111,282,2743
70,2,719,85,36,88,2743
70,5,305,147,87,295,2743
71,1,338,166,116,294,2782
71,2,718,86,36,89,2782
71,5,309,145,86,294,2782
72,1,336,162,119,299,2821
72,2,717,86,37,91,2821
72,5,316,144,85,287,2821
73,1,353,170,110,284,2861
73,2,716,85,37,94,2861
73,5,321,146,84,283,2861
74,1,361,171,106,281,2900
74,2,715,85,37,94,2900
74,5,327,148,82,278,2900
75,1,364,166,101,274,2939
75,2,715,85,36,92,2939
75,5,332,151,80,272,2939
76,1,367,161,99,271,2978
76,2,714,85,36,92,2978
76,5,336,154,78,263,2978
77,1,367,157,99,275,3017
77,2,713,84,36,93,3017
77,5,339,153,77,260,3017
78,1,365,152,97,277,3057
78,2,713,84,36,93,3057
78,5,341,153,77,258,3057
79,1,368,150,97,276,3096
79,2,712,83,36,93,3096
79,5,358,150,78,263,3096
80,2,712,83,35,91,3135
80,5,359,147,79,264,3135
81,1,389,158,95,271,3174
81,2,713,84,34,90,3174
81,5,360,147,79,263,3174
82,1,397,163,93,268,3213
82,2,712,84,34,90,3213
82,5,361,145,78,260,3213
83,1,403,168,90,260,3253
83,2,712,83,33,90,3253
83,5,364,146,76,255,3253
84,1,409,173,89,254,3292
84,5,367,149,75,251,3292
85,1,416,176,92,262,3331
85,5,371,154,74,248,3331
86,1,420,179,94,264,3370
86,5,376,160,73,241,3370
87,1,422,179,96,266,3409
87,5,378,162,73,237,3409
88,1,422,182,97,262,3449
88,5,380,165,74,233,3449
89,1,420,183,98,261,3488
89,5,384,171,73,225,3488
90,1,419,186,99,253,3527
90,5,386,173,73,221,3527
91,1,433,194,96,240,3566
91,5,399,175,79,229,3566
92,1,439,196,95,236,3605
92,5,405,175,81,231,3605
93,1,443,186,95,237,3645
93,5,412,172,82,231,3645
94,1,446,183,96,238,3684
94,5,418,169,82,228,3684
95,1,450,181,97,240,3723
95,5,422,167,82,227,3723
96,1,453,177,99,245,3762
96,5,426,162,80,225,3762
97,1,458,175,97,243,3801
97,5,431,158,80,225,3801
98,1,463,173,95,241,3840
98,5,434,152,80,230,3840
99,1,466,172,94,239,3880
99,5,435,149,82,234,3880
100,1,468,171,92,236,3919
100,5,437,148,81,236,3919
101,1,466,169,93,238,3958
101,5,438,148,79,237,3958
102,1,481,175,92,237,3997
102,5,451,154,83,246,3997
103,1,489,179,90,234,4036
103,5,454,155,83,245,4036
104,1,493,180,90,234,4076
104,5,456,155,82,246,4076
105,1,495,181,91,234,4115
105,5,461,156,82,246,4115
106,1,497,180,92,234,4154
106,5,465,158,82,243,4154
107,1,501,177,93,240,4193
107,5,469,158,81,241,4193
108,1,505,176,93,242,4232
108,5,473,156,81,241,4232
109,1,506,174,93,245,4272
109,5,475,158,81,239,4272
110,1,505,174,93,245,4311
110,5,477,162,81,237,4311
111,1,504,173,93,243,4350
111,5,480,163,82,236,4350
112,1,507,170,93,244,4389
112,5,481,163,80,232,4389
113,1,509,167,91,240,4428
113,5,484,161,76,225,4428
114,1,510,167,90,235,4468
114,5,487,161,76,224,4468
115,1,512,162,88,236,4507
116,1,530,175,85,227,4546
116,5,511,165,72,215,4546
117,1,538,178,84,225,4585
117,5,511,154,66,200,4585
118,1,542,179,85,226,4624
118,5,517,160,69,211,4624
119,1,545,177,85,228,4664
119,5,519,161,70,214,4664
120,1,551,175,84,228,4703
120,5,522,158,71,219,4703
121,1,560,176,83,226,4742
121,5,525,156,72,222,4742
122,1,566,176,83,223,4781
122,5,527,156,72,219,4781
123,1,569,176,85,223,4820
123,5,530,159,70,214,4820
124,1,570,176,86,224,4860
124,5,532,163,69,209,4860
125,1,568,176,89,223,4899
125,5,533,166,69,204,4899
126,1,565,176,90,219,4938
126,5,534,169,69,200,4938
127,1,580,180,90,218,4977
127,5,535,171,71,200,4977
128,1,586,182,90,217,5016
128,5,538,172,70,198,5016
129,1,589,180,90,215,5056
130,1,590,178,92,216,5095
130,5,560,153,66,184,5095
131,1,594,175,92,218,5134
131,5,567,148,68,190,5134
132,1,597,173,94,221,5173
132,5,571,146,70,194,5173
133,1,601,175,93,219,5212
133,5,575,143,73,204,5212
134,1,605,176,90,216,5251
134,5,578,141,73,208,5251
135,1,609,177,88,212,5291
135,5,581,142,72,205,5291
136,1,611,176,88,212,5330
136,5,583,141,72,208,5330
137,1,615,175,87,212,5369
137,5,584,141,72,209,5369
138,1,613,170,88,213,5408
138,5,586,145,70,202,5408
139,1,629,177,84,205,5447
139,5,598,154,77,217,5447
140,1,638,182,81,197,5487
140,5,601,157,77,219,5487
141,1,642,183,79,195,5526
141,5,603,158,79,220,5526
142,1,642,182,80,194,5565
142,5,604,157,80,221,5565
143,1,644,178,80,197,5604
143,5,605,156,82,221,5604
144,1,645,172,82,203,5643
144,5,609,154,82,221,5643
145,1,648,167,84,210,5683
145,5,614,153,83,223,5683
146,1,652,162,85,218,5722
146,5,617,143,83,226,5722
147,1,655,159,84,221,5761
147,5,620,138,83,228,5761
148,1,659,160,81,215,5800
148,5,623,135,82,231,5800
149,1,662,162,79,213,5839
149,5,625,131,81,232,5839
150,1,665,165,77,209,5879
150,5,630,132,74,220,5879
151,1,667,166,76,208,5918
151,5,633,131,72,222,5918
152,1,667,163,76,211,5957
152,5,635,132,70,219,5957
153,1,666,162,78,214,5996
153,5,635,130,71,226,5996
154,1,681,169,73,205,6035
154,5,642,131,73,232,6035
155,1,687,170,74,205,6075
155,5,645,132,74,233,6075
156,1,691,170,75,205,6114
156,5,646,132,74,235,6114
157,1,694,171,76,205,6153
157,5,649,135,75,231,6153
158,1,695,171,77,205,6192
158,5,652,134,75,230,6192
159,1,697,172,77,202,6231
159,5,654,135,76,228,6231
160,1,700,173,77,200,6271
160,5,658,137,76,224,6271
161,1,703,175,76,197,6310
161,5,663,139,75,220,6310
162,1,705,174,77,197,6349
162,5,666,142,75,215,6349
163,1,707,172,78,198,6388
163,5,669,144,74,210,6388
164,1,708,172,78,198,6427
164,5,671,143,73,208,6427
165,1,709,171,79,198,6466
165,5,674,143,71,200,6466
166,1,712,171,79,198,6506
166,5,675,137,72,203,6506
167,1,716,171,79,197,6545
167,5,678,135,71,203,6545
168,1,718,170,79,197,6584
168,5,680,140,69,194,6584
169,1,729,173,77,192,6623
169,5,691,142,72,198,6623
170,1,733,174,78,194,6662
170,5,694,139,75,202,6662
171,1,735,176,76,193,6702
171,5,694,127,79,215,6702
171,7,733,77,29,98,6702
172,1,738,179,74,188,6741
172,5,693,122,83,220,6741
172,7,735,79,28,95,6741
173,1,739,179,74,186,6780
173,5,696,129,80,210,6780
173,7,735,80,29,95,6780
174,1,741,177,75,188,6819
174,5,698,135,78,203,6819
174,7,740,79,29,96,6819
175,1,742,176,76,190,6858
175,5,701,137,78,200,6858
175,7,742,79,29,96,6858
176,1,743,175,77,192,6898
176,5,704,141,77,196,6898
176,7,747,79,27,92,6898
177,1,745,171,78,197,6937
177,5,704,144,77,194,6937
177,7,749,80,27,90,6937
178,1,746,170,79,199,6976
178,5,704,140,80,198,6976
179,1,751,168,78,199,7015
179,5,704,136,82,203,7015
179,7,757,80,29,92,7015
180,1,754,169,76,195,7054
180,5,706,141,81,197,7054
180,7,761,78,28,90,7054
181,1,758,168,74,191,7094
181,5,709,144,79,192,7094
181,7,764,78,27,89,7094
182,1,760,159,74,193,7133
182,5,711,145,78,188,7133
182,7,766,82,29,92,7133
183,1,761,156,73,191,7172
183,5,714,145,77,183,7172
183,7,769,82,29,92,7172
184,1,762,156,73,190,7211
184,5,716,145,76,181,7211
185,1,762,154,74,191,7250
185,5,717,144,76,182,7250
186,1,764,152,73,190,7290
186,5,719,143,75,182,7290
187,1,765,154,73,187,7329
187,5,720,145,75,180,7329
188,1,766,155,72,184,7368
188,5,721,146,74,178,7368
189,1,767,155,74,183,7407
189,5,722,147,73,177,7407
190,1,769,156,73,180,7446
190,5,723,149,72,174,7446
191,1,768,152,76,185,7486
191,5,724,150,73,175,7486
191,7,791,82,29,88,7486
192,1,779,152,73,182,7525
192,5,725,150,73,175,7525
192,7,794,82,28,88,7525
193,1,783,150,74,184,7564
193,5,725,149,75,177,7564
193,7,797,83,29,88,7564
194,1,785,153,72,180,7603
194,5,727,150,74,174,7603
194,7,804,81,29,90,7603
194,8,720,76,34,89,7603
195,1,785,146,74,190,7642
195,5,727,148,75,175,7642
195,7,807,81,30,91,7642
195,8,721,77,33,87,7642
196,1,786,147,74,190,7681
196,5,737,151,77,175,7681
196,7,808,83,32,92,7681
196,8,723,74,35,91,7681
196,9,870,55,51,80,7681
197,1,787,151,73,186,7721
197,5,742,151,78,175,7721
197,7,808,83,33,96,7721
197,8,728,76,33,87,7721
197,9,870,55,51,80,7721
198,1,788,149,72,186,7760
198,5,745,152,79,172,7760
198,7,809,83,34,97,7760
198,8,730,76,32,86,7760
198,9,871,55,50,79,7760
199,1,789,150,72,184,7799
199,5,748,152,79,170,7799
199,7,811,85,34,94,7799
199,8,732,76,33,88,7799
199,9,870,54,51,81,7799
199,10,17,231,29,299,7799
200,1,789,143,75,192,7838
200,5,746,149,81,171,7838
200,7,813,87,34,91,7838
200,8,732,76,34,91,7838
200,9,870,54,51,81,7838
200,10,35,212,35,330,7838
201,1,792,140,76,193,7877
201,5,748,146,81,173,7877
201,7,816,87,34,92,7877
201,8,734,78,34,90,7877
201,9,870,53,51,82,7877
201,10,45,201,40,342,7877
202,1,794,138,76,192,7917
202,5,748,144,83,175,7917
202,8,737,79,33,86,7917
202,9,870,53,51,82,7917
202,10,48,198,46,345,7917
203,1,794,138,76,192,7956
203,5,751,143,84,176,7956
203,8,739,82,31,80,7956
203,10,47,194,52,350,7956
204,1,795,137,76,190,7995
204,5,751,141,86,178,7995
204,8,741,82,31,78,7995
204,10,45,190,58,352,7995
205,1,797,135,76,191,8034
205,5,752,139,86,179,8034
205,8,743,81,32,79,8034
205,10,42,188,64,354,8034
206,1,796,139,77,190,8073
206,5,753,138,88,180,8073
206,8,746,80,34,81,8073
206,9,869,53,52,82,8073
206,10,38,191,68,345,8073
207,1,798,138,76,190,8113
207,5,755,140,89,179,8113
207,8,752,80,34,83,8113
207,9,870,53,51,82,8113
207,10,37,182,71,342,8113
208,1,798,138,77,190,8152
208,5,757,140,89,178,8152
208,8,755,80,35,85,8152
208,9,870,53,51,81,8152
208,10,38,168,78,356,8152
209,1,801,142,76,185,8191
209,5,757,138,89,180,8191
209,8,758,78,36,88,8191
209,10,40,163,84,363,8191
210,1,802,143,76,185,8230
210,5,756,134,92,183,8230
210,8,760,78,36,88,8230
210,10,42,160,89,367,8230
211,1,802,139,78,190,8269
211,5,755,131,92,186,8269
211,10,44,167,91,352,8269
212,1,803,135,80,193,8309
212,5,755,130,92,184,8309
212,10,54,167,94,344,8309
213,1,806,133,79,191,8348
213,5,755,129,92,185,8348
213,10,66,167,98,340,8348
214,1,806,135,77,185,8387
214,5,756,129,90,183,8387
214,10,89,165,104,339,8387
215,1,806,144,73,171,8426
215,5,757,130,89,179,8426
215,10,106,167,110,332,8426
215,12,856,94,42,105,8426
216,1,808,147,73,167,8465
216,5,758,130,87,176,8465
216,10,114,176,114,321,8465
216,12,860,93,40,103,8465
217,1,809,148,72,165,8505
217,5,759,131,84,170,8505
217,10,116,180,118,316,8505
217,12,869,75,46,117,8505
218,1,811,149,74,165,8544
218,5,759,131,84,170,8544
218,7,788,81,22,57,8544
218,8,718,77,36,89,8544
218,10,120,188,119,307,8544
218,12,871,66,49,124,8544
219,1,814,152,72,161,8583
219,5,760,132,83,169,8583
219,7,787,80,22,56,8583
219,8,717,75,37,91,8583
219,10,122,191,121,301,8583
219,12,872,61,49,128,8583
220,1,815,148,73,162,8622
220,5,761,132,82,168,8622
220,8,717,73,37,96,8622
220,10,123,190,124,305,8622
220,12,873,62,48,127,8622
221,1,817,146,73,163,8661
221,5,757,115,89,184,8661
221,7,792,74,29,72,8661
221,8,718,74,38,96,8661
221,10,136,184,127,309,8661
221,12,873,61,48,127,8661
222,1,819,146,74,163,8701
222,5,755,105,91,194,8701
222,7,792,73,29,73,8701
222,8,721,73,37,95,8701
222,10,145,185,126,303,8701
222,12,872,59,50,132,8701
223,1,822,148,73,160,8740
223,5,756,102,91,196,8740
223,8,726,74,36,97,8740
223,10,152,183,126,301,8740
223,12,872,57,50,134,8740
224,1,823,150,74,158,8779
224,5,758,105,88,190,8779
224,8,728,75,36,97,8779
224,10,161,182,125,297,8779
224,12,871,53,51,139,8779
225,1,829,153,73,154,8818
225,5,763,123,79,171,8818
225,8,731,79,35,94,8818
225,10,165,178,128,298,8818
225,12,875,55,49,137,8818
226,1,832,154,72,152,8857
226,5,765,131,76,164,8857
226,7,804,78,32,81,8857
226,8,734,82,34,89,8857
226,10,188,198,113,268,8857
226,12,883,80,43,114,8857
227,1,832,152,73,154,8897
227,5,765,123,78,169,8897
227,7,806,80,32,79,8897
227,8,736,83,35,90,8897
227,10,196,186,120,280,8897
227,12,887,92,38,102,8897
228,1,832,150,75,157,8936
228,5,764,121,80,170,8936
228,7,809,81,31,76,8936
228,8,738,80,35,92,8936
228,10,203,184,124,281,8936
228,12,889,98,36,98,8936
229,1,832,148,76,158,8975
229,5,765,113,82,180,8975
229,7,811,82,31,74,8975
229,8,739,78,37,97,8975
229,10,212,191,124,273,8975
229,12,896,99,37,97,8975
230,1,833,146,74,155,9014
230,5,765,108,83,186,9014
230,7,814,82,32,77,9014
230,8,742,76,38,100,9014
230,10,216,191,126,271,9014
230,12,901,99,36,97,9014
231,1,834,145,73,154,9053
231,5,765,106,84,187,9053
231,7,815,83,35,82,9053
231,8,745,77,38,97,9053
231,10,219,194,128,268,9053
231,12,904,100,36,96,9053
232,1,835,145,71,152,9092
232,5,767,109,81,182,9092
232,7,818,85,35,85,9092
232,8,746,79,37,94,9092
232,9,871,48,45,71,9092
232,10,228,188,133,270,9092
232,12,906,99,37,97,9092
233,1,836,147,71,150,9132
233,5,770,113,78,175,9132
233,7,816,88,43,104,9132
233,8,752,81,34,87,9132
233,9,871,47,45,71,9132
233,10,232,183,137,277,9132
233,12,908,98,38,100,9132
234,1,838,147,70,150,9171
234,5,771,115,76,171,9171
234,7,822,86,40,100,9171
234,8,754,82,34,86,9171
234,9,870,47,47,71,9171
234,10,238,182,140,280,9171
234,12,910,98,38,99,9171
235,1,838,146,71,152,9210
235,5,770,114,76,171,9210
235,7,825,86,39,98,9210
235,8,755,80,36,88,9210
235,9,870,47,46,71,9210
235,10,243,173,144,291,9210
235,12,910,99,39,98,9210
236,1,837,144,72,155,9249
236,5,769,113,76,172,9249
236,7,828,87,38,95,9249
236,8,757,80,36,89,9249
236,9,869,45,49,75,9249
236,10,254,172,138,288,9249
236,12,911,98,40,100,9249
237,1,837,143,74,156,9288
237,5,768,112,77,173,9288
237,7,831,86,37,96,9288
237,8,759,80,36,89,9288
237,9,869,45,49,74,9288
237,10,260,163,139,298,9288
237,12,918,98,40,98,9288
238,1,836,139,75,161,9328
238,5,769,111,76,173,9328
238,7,833,83,38,99,9328
238,9,865,51,57,87,9328
238,10,268,167,131,289,9328
238,12,920,96,41,100,9328
239,1,836,140,75,160,9367
239,5,768,113,76,170,9367
239,7,835,82,39,101,9367
239,9,868,47,53,81,9367
239,10,282,176,122,274,9367
239,12,922,96,41,99,9367
240,1,836,139,75,162,9406
240,5,769,114,75,169,9406
240,7,838,84,37,97,9406
240,9,868,47,53,82,9406
240,10,293,182,116,264,9406
240,12,923,97,42,100,9406
241,1,836,139,74,161,9445
241,5,769,111,75,171,9445
241,7,841,86,36,96,9445
241,10,299,166,123,277,9445
241,12,924,97,43,102,9445
242,1,835,138,73,158,9484
242,5,768,105,77,176,9484
242,7,842,86,37,96,9484
242,10,310,162,124,277,9484
242,12,925,97,44,103,9484
243,1,834,137,73,158,9524
243,5,769,103,77,179,9524
243,7,842,85,37,96,9524
243,10,318,164,124,271,9524
243,12,926,98,45,102,9524
244,1,830,117,81,177,9563
244,5,770,103,76,179,9563
244,7,844,85,38,97,9563
244,10,325,164,128,270,9563
244,12,928,96,45,104,9563
245,1,828,103,85,191,9602
245,5,770,104,74,176,9602
245,10,327,163,130,271,9602
245,12,930,96,45,103,9602
246,1,827,95,86,196,9641
246,5,769,101,74,177,9641
246,10,327,162,132,271,9641
246,12,933,97,44,100,9641
247,1,828,91,86,198,9680
247,5,769,100,73,177,9680
247,10,327,160,133,273,9680
247,12,935,99,42,98,9680
248,1,829,80,87,205,9720
248,5,770,99,73,178,9720
248,10,330,155,135,276,9720
248,12,936,100,41,98,9720
249,1,827,70,91,214,9759
249,5,770,99,72,177,9759
249,10,338,150,136,278,9759
249,12,941,100,41,96,9759
250,1,826,68,91,214,9798
250,5,770,100,72,175,9798
250,10,353,155,126,263,9798
250,12,944,100,41,96,9798
250,17,871,66,46,125,9798
251,1,828,68,87,211,9837
251,5,770,101,71,172,9837
251,10,361,154,123,259,9837
251,12,945,99,42,99,9837
251,17,871,62,47,129,9837
252,1,829,73,85,205,9876
252,5,771,101,70,171,9876
252,7,813,85,34,83,9876
252,10,374,155,120,258,9876
252,12,945,99,44,101,9876
252,17,872,64,45,124,9876
253,1,830,75,84,204,9916
253,5,770,103,70,169,9916
253,7,813,86,34,83,9916
253,10,385,156,117,254,9916
253,12,949,100,42,99,9916
253,17,874,68,43,117,9916
254,1,830,78,83,200,9955
254,5,769,106,69,165,9955
254,7,814,86,37,90,9955
254,10,394,155,114,254,9955
254,12,951,100,42,99,9955
254,17,875,72,42,114,9955
255,1,830,77,82,202,9994
255,5,769,107,68,164,9994
255,7,817,86,36,92,9994
255,10,403,155,111,253,9994
255,12,951,100,43,99,9994
255,17,875,71,43,118,9994
256,1,820,89,77,188,10033
256,5,769,108,67,162,10033
256,7,818,91,37,96,10033
256,10,411,153,112,256,10033
256,12,952,100,45,100,10033
256,17,876,73,43,118,10033
257,1,818,97,72,177,10072
257,5,769,109,67,159,10072
257,7,819,88,37,97,10072
257,10,412,148,119,267,10072
257,12,954,100,45,100,10072
257,17,877,74,43,117,10072
258,1,816,97,72,176,10112
258,5,769,109,67,158,10112
258,7,824,93,36,96,10112
258,10,414,148,120,267,10112
258,17,877,72,44,119,10112
259,5,769,109,67,157,10151
259,7,829,91,35,91,10151
259,10,422,150,121,265,10151
259,17,883,85,40,107,10151
260,5,769,108,66,157,10190
260,7,833,89,33,88,10190
260,10,426,149,123,264,10190
260,17,888,92,38,101,10190
261,1,832,87,76,186,10229
261,5,771,108,66,158,10229
261,7,834,90,33,87,10229
261,10,428,148,125,266,10229
261,17,894,93,38,101,10229
262,1,834,94,74,180,10268
262,5,772,111,65,156,10268
262,10,439,151,118,252,10268
262,17,898,96,35,97,10268
263,1,834,98,73,176,10307
263,5,773,110,66,157,10307
263,10,449,152,112,245,10307
263,17,900,97,35,96,10307
263,18,26,206,51,265,10307
264,1,834,98,73,174,10347
264,5,775,110,65,157,10347
264,10,456,148,111,246,10347
264,17,903,98,35,95,10347
264,18,34,189,57,285,10347
265,1,833,94,74,177,10386
265,5,777,110,65,157,10386
265,10,462,144,109,247,10386
265,17,904,99,35,93,10386
265,18,37,185,61,290,10386
266,1,834,88,74,181,10425
266,5,778,110,66,157,10425
266,10,466,139,109,254,10425
266,17,906,99,35,93,10425
266,18,38,185,65,290,10425
267,1,835,87,74,181,10464
267,5,779,111,66,157,10464
267,10,471,138,106,253,10464
267,17,908,99,36,93,10464
267,18,37,187,68,285,10464
268,1,837,93,70,171,10503
268,5,780,111,65,156,10503
268,10,479,139,104,251,10503
268,17,909,97,38,95,10503
268,18,35,185,74,288,10503
269,1,837,92,71,170,10543
269,5,780,111,66,156,10543
269,10,486,142,100,244,10543
269,17,912,98,37,94,10543
269,18,33,186,77,284,10543
269,21,860,78,39,102,10543
270,1,837,90,71,171,10582
270,5,780,110,66,155,10582
270,10,491,146,98,239,10582
270,17,919,96,39,96,10582
270,18,30,186,80,279,10582
270,21,867,62,47,122,10582
271,1,838,90,70,169,10621
271,5,781,110,66,155,10621
271,10,494,151,98,232,10621
271,17,921,96,40,97,10621
271,18,28,181,85,283,10621
271,21,870,59,48,124,10621
272,1,834,113,61,150,10660
272,5,781,110,66,155,10660
272,10,495,148,101,236,10660
272,17,921,96,41,97,10660
272,18,29,184,85,277,10660
272,21,870,57,50,131,10660
273,1,833,123,56,141,10699
273,5,790,112,66,151,10699
273,10,495,145,103,240,10699
273,17,921,96,42,98,10699
273,18,32,183,86,276,10699
273,21,869,56,53,137,10699
274,1,832,124,55,139,10739
274,5,795,113,66,149,10739
274,10,497,142,107,245,10739
274,17,922,96,43,99,10739
274,18,31,174,91,288,10739
274,21,870,57,52,137,10739
275,1,832,125,54,138,10778
275,5,795,114,66,147,10778
275,10,504,144,105,242,10778
275,17,923,96,42,99,10778
275,18,35,174,92,290,10778
275,21,871,58,51,136,10778
276,1,832,125,52,137,10817
276,5,795,114,67,147,10817
276,10,511,144,103,238,10817
276,17,925,96,42,99,10817
276,18,40,171,94,294,10817
276,21,873,56,50,138,10817
277,1,831,124,52,138,10856
277,5,794,114,67,147,10856
277,10,519,150,99,226,10856
277,17,927,94,42,101,10856
277,18,52,169,96,292,10856
277,21,874,55,50,139,10856
278,1,831,124,52,137,10895
278,5,785,111,65,146,10895
278,10,531,150,97,225,10895
278,17,929,94,42,101,10895
278,18,69,172,99,288,10895
278,21,874,54,52,143,10895
279,1,831,125,50,135,10935
279,5,782,111,63,143,10935
279,10,542,147,93,220,10935
279,17,932,94,41,101,10935
279,18,78,171,104,288,10935
279,21,874,48,54,152,10935
280,1,833,130,47,126,10974
280,5,781,110,62,143,10974
280,10,552,142,92,222,10974
280,17,935,95,40,98,10974
280,18,94,180,103,274,10974
280,21,877,53,52,148,10974
281,1,833,132,46,122,11013
281,5,781,109,61,145,11013
281,10,559,141,91,220,11013
281,17,936,95,40,98,11013
281,18,102,185,105,267,11013
281,21,879,57,51,143,11013
282,1,831,125,48,133,11052
282,5,780,109,61,145,11052
282,10,564,140,91,223,11052
282,17,941,95,41,100,11052
282,18,105,189,107,260,11052
282,21,880,62,49,134,11052
283,1,830,122,49,137,11091
283,5,780,109,59,144,11091
283,7,898,96,34,90,11091
283,10,567,141,92,222,11091
283,17,944,97,40,98,11091
283,18,108,188,112,263,11091
283,21,880,65,47,128,11091
284,1,830,122,48,137,11131
284,5,780,109,58,143,11131
284,7,899,96,36,94,11131
284,10,571,142,92,220,11131
284,17,946,97,41,98,11131
284,18,109,188,116,266,11131
284,21,879,65,47,126,11131
285,1,830,114,51,143,11170
285,5,780,109,57,142,11170
285,7,900,96,38,96,11170
285,10,573,143,94,219,11170
285,17,947,98,41,98,11170
285,18,109,187,119,267,11170
285,21,880,65,48,126,11170
286,1,831,110,50,147,11209
286,5,780,108,57,142,11209
286,7,904,97,38,96,11209
286,10,575,145,94,216,11209
286,17,949,100,41,96,11209
286,18,112,187,117,260,11209
287,1,831,109,50,148,11248
287,5,781,108,56,142,11248
287,7,905,97,40,97,11248
287,10,579,142,97,218,11248
287,17,951,100,41,96,11248
287,18,117,185,116,260,11248
288,1,831,110,49,145,11287
288,5,781,107,56,142,11287
288,7,907,97,40,99,11287
288,10,582,142,98,219,11287
288,17,952,100,42,96,11287
288,18,121,183,116,262,11287
288,22,930,98,39,95,11287
289,1,831,110,49,146,11327
289,5,782,107,55,142,11327
289,7,909,98,41,99,11327
289,10,588,142,97,217,11327
289,17,953,99,43,98,11327
289,18,126,180,114,264,11327
289,22,925,97,40,97,11327
290,1,832,112,48,143,11366
290,5,782,107,54,141,11366
290,10,594,139,97,219,11366
290,17,955,99,43,98,11366
290,18,131,178,108,253,11366
