frame_id,track_id,x,y,w,h,time
11,2,794,244,45,166,333
11,3,1376,318,79,166,333
11,4,848,209,28,92,333
11,5,893,218,24,77,333
11,6,926,212,26,85,333
11,7,957,206,26,91,333
11,8,997,212,24,77,333
11,9,1134,392,104,247,333
11,10,659,267,55,159,333
11,11,149,432,112,255,333
11,12,728,262,33,61,333
12,1,710,285,66,199,366
12,2,794,246,45,164,366
12,3,1373,315,77,167,366
12,4,848,211,28,89,366
12,5,892,218,24,77,366
12,6,926,212,26,85,366
12,7,957,206,25,90,366
12,8,996,212,25,77,366
12,9,1139,392,105,249,366
12,10,657,268,54,157,366
12,11,156,434,112,254,366
13,1,708,283,67,203,400
13,2,794,247,44,162,400
13,3,1369,313,77,173,400
13,4,848,210,28,90,400
13,5,892,216,24,79,400
13,6,926,211,26,87,400
13,7,958,207,25,89,400
13,8,996,212,24,77,400
13,9,1142,394,103,244,400
13,10,656,269,53,156,400
13,11,157,435,115,254,400
14,1,708,285,66,198,433
14,2,795,249,42,159,433
14,3,1366,311,77,178,433
14,4,848,209,28,90,433
14,5,892,216,24,79,433
14,6,927,211,26,87,433
14,7,958,207,25,89,433
14,8,996,212,24,77,433
14,9,1143,396,104,242,433
14,10,655,269,52,153,433
14,11,167,440,116,250,433
15,1,708,287,65,195,466
15,2,795,250,42,157,466
15,3,1362,311,74,180,466
15,4,848,208,28,91,466
15,5,891,214,25,82,466
15,6,928,212,25,85,466
15,7,957,207,25,89,466
15,8,996,212,24,77,466
15,9,1145,396,104,241,466
15,10,654,269,52,152,466
15,11,172,441,117,249,466
16,1,708,288,64,193,500
16,2,794,251,42,156,500
16,3,1360,312,73,179,500
16,4,846,207,28,92,500
16,5,891,214,25,82,500
16,6,928,213,25,84,500
16,7,957,207,25,89,500
16,8,997,212,24,77,500
16,9,1150,397,103,238,500
16,10,653,268,52,153,500
16,11,173,441,120,250,500
17,1,708,288,64,193,533
17,2,794,252,41,155,533
17,3,1358,314,71,177,533
17,4,847,208,27,90,533
17,5,891,213,25,82,533
17,6,928,213,25,84,533
17,7,958,207,25,89,533
17,8,996,212,24,77,533
17,9,1152,391,104,243,533
17,10,652,267,51,153,533
17,11,173,440,122,251,533
18,1,703,288,64,193,566
18,2,793,252,42,154,566
18,3,1357,317,69,174,566
18,4,848,210,27,86,566
18,5,891,213,24,80,566
18,6,928,214,24,81,566
18,7,959,207,24,88,566
18,8,996,211,24,78,566
18,9,1153,385,105,247,566
18,10,651,265,52,154,566
18,11,177,442,122,250,566
19,1,700,296,64,191,600
19,2,788,250,42,157,600
19,3,1355,318,68,174,600
19,4,849,213,26,82,600
19,5,892,215,23,78,600
19,6,927,214,24,81,600
19,7,961,209,23,84,600
19,8,996,212,24,78,600
19,9,1155,383,105,247,600
19,10,650,265,52,153,600
19,11,182,444,121,248,600
20,1,699,299,65,191,633
20,2,786,249,43,159,633
20,3,1353,320,67,173,633
20,4,849,216,25,79,633
20,5,892,216,23,77,633
20,6,927,215,23,79,633
20,7,962,209,23,84,633
20,8,995,212,25,78,633
20,9,1157,384,105,246,633
20,11,187,441,122,251,633
21,1,698,300,65,191,666
21,2,786,249,42,159,666
21,3,1352,322,65,171,666
21,4,850,217,24,77,666
21,5,892,216,24,78,666
21,6,927,214,23,80,666
21,7,963,209,23,84,666
21,8,995,210,25,81,666
21,9,1162,390,102,234,666
21,11,191,436,123,256,666
22,1,697,300,65,191,700
22,2,785,249,42,159,700
22,3,1350,322,65,171,700
22,4,849,217,24,77,700
22,5,892,216,24,79,700
22,6,926,214,24,80,700
22,7,963,209,23,84,700
22,8,994,210,27,81,700
22,9,1166,393,103,233,700
22,11,201,436,120,256,700
22,12,709,268,36,64,700
23,1,697,301,64,189,733
23,2,784,250,42,158,733
23,3,1349,323,64,169,733
23,4,848,216,25,77,733
23,5,892,215,24,80,733
23,6,927,214,23,80,733
23,7,963,209,23,84,733
23,8,994,211,26,81,733
23,9,1171,393,105,235,733
23,11,209,437,118,256,733
23,12,709,268,35,64,733
24,1,696,292,65,194,766
24,2,783,250,42,159,766
24,3,1347,324,63,167,766
24,4,848,215,25,77,766
24,5,892,213,24,82,766
24,6,927,212,24,82,766
24,7,964,209,22,84,766
24,8,995,211,26,81,766
24,9,1178,393,107,236,766
24,11,219,440,117,255,766
24,12,709,269,34,62,766
24,14,1172,392,63,177,766
25,1,697,299,62,189,800
25,2,781,250,42,158,800
25,3,1346,325,62,166,800
25,4,849,214,25,78,800
25,5,891,213,25,82,800
25,6,927,212,25,82,800
25,7,964,210,22,83,800
25,8,995,211,26,80,800
25,9,1198,403,106,232,800
25,11,228,442,115,254,800
25,12,708,270,34,62,800
25,14,1177,391,64,177,800
26,1,697,304,60,183,833
26,2,779,250,43,158,833
26,3,1344,326,61,164,833
26,4,850,214,25,77,833
26,5,891,212,25,84,833
26,6,927,213,24,81,833
26,7,964,212,22,80,833
26,8,996,213,25,77,833
26,9,1204,401,111,237,833
26,11,242,446,110,241,833
26,12,708,269,34,62,833
26,14,1191,398,60,165,833
27,1,697,306,59,181,866
27,2,777,250,43,157,866
27,3,1340,324,61,166,866
27,4,850,215,25,77,866
27,5,890,213,26,83,866
27,6,927,213,24,82,866
27,7,965,213,21,79,866
27,8,995,215,24,74,866
27,9,1210,401,112,238,866
27,11,250,449,112,242,866
27,12,707,269,35,62,866
27,14,1196,393,61,171,866
28,1,696,305,59,182,900
28,2,775,251,44,156,900
28,3,1338,323,60,167,900
28,4,851,215,24,77,900
28,5,891,213,25,82,900
28,6,927,213,24,82,900
28,7,964,213,21,78,900
28,8,995,215,24,74,900
28,9,1217,403,112,235,900
28,11,256,450,113,243,900
28,12,707,270,35,61,900
28,14,1200,386,64,178,900
29,1,695,306,59,182,933
29,2,774,253,44,155,933
29,3,1330,319,63,177,933
29,4,853,217,24,75,933
29,5,892,213,25,82,933
29,6,928,213,24,82,933
29,7,963,213,22,80,933
29,8,995,216,23,72,933
29,9,1222,404,113,233,933
29,11,261,451,116,243,933
29,12,706,270,35,62,933
29,14,1203,383,64,181,933
30,1,693,305,61,184,966
30,2,772,254,45,156,966
30,3,1326,320,63,176,966
30,4,854,217,24,75,966
30,5,891,213,26,82,966
30,6,927,213,25,82,966
30,7,962,212,23,81,966
30,8,995,217,23,71,966
30,9,1226,404,113,231,966
30,11,265,454,116,241,966
30,14,1207,384,64,182,966
31,1,692,306,59,184,1000
31,2,770,255,46,156,1000
31,3,1323,322,61,170,1000
31,4,855,215,24,77,1000
31,5,891,211,26,84,1000
31,6,927,212,25,82,1000
31,7,963,211,22,81,1000
31,8,994,216,24,72,1000
31,9,1230,397,115,236,1000
31,11,266,454,118,242,1000
31,14,1211,385,62,180,1000
31,15,125,448,99,276,1000
32,1,689,307,60,185,1033
32,2,768,255,46,156,1033
32,3,1321,322,58,166,1033
32,4,855,214,23,76,1033
32,5,891,209,26,86,1033
32,6,928,212,25,82,1033
32,7,963,210,22,81,1033
32,8,994,213,25,75,1033
32,9,1246,412,101,211,1033
32,11,270,452,119,243,1033
32,14,1215,383,64,183,1033
32,15,129,445,99,277,1033
33,1,687,306,60,188,1066
33,2,767,255,47,156,1066
33,3,1320,323,58,165,1066
33,4,855,215,23,74,1066
33,5,892,211,25,84,1066
33,6,927,212,25,81,1066
33,7,963,210,22,81,1066
33,8,993,212,25,76,1066
33,9,1257,415,95,205,1066
33,11,276,449,121,247,1066
33,14,1218,382,64,186,1066
33,15,131,442,100,281,1066
34,1,685,305,61,190,1100
34,2,766,255,48,156,1100
34,3,1318,323,58,167,1100
34,4,856,216,22,72,1100
34,5,892,212,25,81,1100
34,6,927,214,24,79,1100
34,7,963,211,22,79,1100
34,8,993,214,24,73,1100
34,9,1265,420,91,200,1100
34,11,282,445,121,250,1100
34,14,1225,381,64,189,1100
34,15,135,444,99,279,1100
35,1,685,306,60,188,1133
35,2,766,256,48,155,1133
35,3,1318,325,58,165,1133
35,4,857,216,22,71,1133
35,5,892,213,24,80,1133
35,6,927,214,24,79,1133
35,7,963,212,22,78,1133
35,8,993,215,23,72,1133
35,9,1272,422,88,197,1133
35,10,646,262,47,146,1133
35,11,287,443,119,250,1133
35,14,1228,382,64,188,1133
35,15,143,445,99,282,1133
35,16,830,216,20,65,1133
36,1,684,308,60,185,1166
36,2,765,255,49,156,1166
36,3,1318,327,58,165,1166
36,4,858,216,22,72,1166
36,5,893,213,24,80,1166
36,6,927,214,24,79,1166
36,7,964,212,21,78,1166
36,8,993,214,24,73,1166
36,9,1278,426,82,184,1166
36,10,645,262,48,145,1166
36,11,291,447,115,244,1166
36,14,1229,382,65,188,1166
36,15,149,447,101,285,1166
36,16,829,215,21,68,1166
37,1,683,310,59,183,1200
37,2,763,255,50,157,1200
37,3,1318,329,57,164,1200
37,4,858,215,23,74,1200
37,5,893,212,25,81,1200
37,6,926,214,25,79,1200
37,7,964,212,22,78,1200
37,8,993,212,24,75,1200
37,9,1282,425,83,187,1200
37,11,295,444,112,241,1200
37,14,1229,381,66,188,1200
37,15,154,449,101,283,1200
37,16,829,214,21,69,1200
38,1,682,311,59,183,1233
38,2,763,256,49,156,1233
38,3,1315,329,55,156,1233
38,4,858,213,24,77,1233
38,5,894,211,25,82,1233
38,6,925,213,25,81,1233
38,7,963,211,22,79,1233
38,8,993,212,24,75,1233
38,9,1284,423,84,191,1233
38,11,300,444,110,238,1233
38,14,1231,383,65,184,1233
38,15,157,450,104,284,1233
38,16,828,213,21,69,1233
39,1,679,312,60,184,1266
39,2,762,254,50,161,1266
39,3,1316,325,47,132,1266
39,4,859,213,23,77,1266
39,5,894,212,25,80,1266
39,6,924,213,25,81,1266
39,7,962,211,23,79,1266
39,8,993,212,24,75,1266
39,9,1288,417,87,200,1266
39,11,302,440,109,237,1266
39,14,1233,381,66,186,1266
39,15,170,452,106,280,1266
39,16,828,215,19,66,1266
40,1,676,311,61,186,1300
40,2,760,253,52,164,1300
40,3,1314,325,45,128,1300
40,4,859,215,23,75,1300
40,5,894,214,25,78,1300
40,6,923,214,26,81,1300
40,7,962,212,22,78,1300
40,8,993,214,23,73,1300
40,9,1284,384,103,241,1300
40,11,306,438,108,238,1300
40,14,1236,381,66,183,1300
40,15,177,458,107,271,1300
40,16,828,216,19,65,1300
41,1,674,308,62,191,1333
41,2,759,252,52,166,1333
41,4,860,217,22,73,1333
41,5,895,215,24,77,1333
41,6,923,215,25,80,1333
41,7,962,213,22,78,1333
41,8,992,214,23,73,1333
41,9,1285,374,110,255,1333
41,11,315,441,112,243,1333
41,14,1241,382,66,180,1333
41,15,183,462,109,264,1333
41,16,827,216,20,65,1333
42,1,672,310,62,190,1366
42,2,757,250,53,169,1366
42,4,859,217,23,75,1366
42,5,894,216,24,77,1366
42,6,922,216,25,79,1366
42,7,960,213,23,78,1366
42,8,992,212,24,77,1366
42,9,1290,379,109,249,1366
42,11,324,445,113,243,1366
42,14,1244,380,68,181,1366
42,15,187,465,113,262,1366
42,16,827,216,19,64,1366
43,1,667,315,62,188,1400
43,2,756,249,53,173,1400
43,4,859,217,23,76,1400
43,5,895,216,24,77,1400
43,6,922,216,25,79,1400
43,7,960,213,23,78,1400
43,8,992,210,25,79,1400
43,9,1295,384,109,243,1400
43,11,332,449,114,240,1400
43,14,1247,380,68,180,1400
43,15,189,466,118,263,1400
43,16,827,216,19,64,1400
44,1,664,318,64,188,1433
44,2,756,251,51,171,1433
44,4,859,218,23,76,1433
44,5,894,216,25,78,1433
44,6,922,216,26,79,1433
44,7,959,213,23,78,1433
44,8,992,207,26,83,1433
44,9,1297,387,110,241,1433
44,11,340,451,117,241,1433
44,14,1251,380,67,181,1433
44,15,192,468,123,264,1433
44,16,828,216,19,64,1433
45,1,663,320,64,189,1466
45,2,755,252,50,167,1466
45,4,858,218,24,77,1466
45,5,894,216,25,78,1466
45,6,922,216,26,79,1466
45,7,959,213,23,78,1466
45,8,992,208,26,82,1466
45,9,1299,390,109,236,1466
45,11,345,454,119,239,1466
45,14,1262,370,68,185,1466
45,15,197,468,125,264,1466
45,16,828,216,20,64,1466
46,1,662,319,65,192,1500
46,2,755,252,48,164,1500
46,4,858,218,24,77,1500
46,5,895,215,25,78,1500
46,6,922,215,26,79,1500
46,7,958,213,24,79,1500
46,8,992,208,26,81,1500
46,9,1301,392,109,231,1500
46,11,348,453,121,240,1500
46,14,1269,378,66,179,1500
46,15,201,467,128,267,1500
46,16,827,216,20,65,1500
47,1,661,320,66,193,1533
47,2,756,254,47,160,1533
47,4,857,218,24,75,1533
47,5,896,215,24,77,1533
47,6,922,215,25,78,1533
47,7,959,213,23,79,1533
47,8,993,209,26,80,1533
47,9,1306,395,107,225,1533
47,11,351,450,124,243,1533
47,14,1274,373,65,176,1533
47,15,207,467,129,269,1533
47,16,826,217,19,63,1533
48,1,660,322,65,189,1566
48,2,754,254,48,162,1566
48,4,858,219,22,72,1566
48,5,896,215,24,75,1566
48,6,922,213,26,80,1566
48,7,960,212,24,80,1566
48,8,993,210,25,79,1566
48,9,1312,399,106,219,1566
48,11,353,449,126,245,1566
48,14,1278,379,64,175,1566
48,15,212,467,129,270,1566
48,16,825,217,19,61,1566
49,1,659,324,64,186,1600
49,2,754,255,47,163,1600
49,4,857,218,23,72,1600
49,5,896,215,24,75,1600
49,6,922,213,26,80,1600
49,7,961,211,24,81,1600
49,8,993,210,25,79,1600
49,9,1331,411,96,203,1600
49,11,358,451,124,242,1600
49,14,1281,380,66,180,1600
49,15,218,468,128,269,1600
49,16,824,219,18,59,1600
50,1,656,326,64,184,1633
50,2,747,255,47,159,1633
50,4,857,218,22,70,1633
50,5,896,217,23,72,1633
50,6,922,214,26,79,1633
50,7,961,211,24,81,1633
50,8,993,212,25,77,1633
50,9,1342,412,94,205,1633
50,11,361,453,123,240,1633
50,14,1283,379,67,183,1633
50,15,222,466,126,270,1633
50,16,823,220,18,56,1633
51,1,653,326,65,187,1666
51,2,744,255,48,157,1666
51,4,859,221,21,64,1666
51,5,896,219,22,69,1666
51,6,923,215,26,78,1666
51,7,961,211,25,82,1666
51,8,993,212,25,77,1666
51,9,1350,413,91,205,1666
51,11,367,452,120,238,1666
51,14,1286,377,67,185,1666
51,15,226,464,127,274,1666
51,16,824,221,17,55,1666
52,1,650,326,66,188,1700
52,2,742,254,49,159,1700
52,4,860,222,19,61,1700
52,5,897,220,21,66,1700
52,6,923,217,26,75,1700
52,7,960,211,24,83,1700
52,8,993,213,25,77,1700
52,9,1356,412,89,208,1700
52,11,372,450,118,237,1700
52,14,1288,375,69,188,1700
52,15,237,464,124,271,1700
52,16,823,222,17,53,1700
53,1,647,326,68,192,1733
53,2,740,251,51,165,1733
53,4,861,223,19,60,1733
53,5,898,221,21,65,1733
53,6,924,219,25,73,1733
53,7,960,212,24,82,1733
53,8,993,214,25,76,1733
53,9,1362,407,88,209,1733
53,11,378,448,115,235,1733
53,14,1289,374,70,188,1733
53,15,250,467,120,260,1733
53,16,825,223,16,52,1733
54,1,646,326,67,193,1766
54,2,738,249,52,167,1766
54,4,861,223,19,59,1766
54,5,899,222,20,62,1766
54,6,924,220,24,72,1766
54,7,960,213,24,81,1766
54,8,993,216,24,74,1766
54,9,1367,406,89,211,1766
54,11,387,442,114,238,1766
54,14,1297,378,69,182,1766
54,15,258,465,120,259,1766
54,16,827,223,16,52,1766
55,1,645,327,67,191,1800
55,2,736,245,54,173,1800
55,4,862,225,18,57,1800
55,5,899,224,19,59,1800
55,6,925,221,23,71,1800
55,7,960,214,24,80,1800
55,8,993,218,24,72,1800
55,9,1375,407,86,208,1800
55,11,393,439,114,242,1800
55,14,1300,380,70,180,1800
55,15,268,468,122,259,1800
55,16,827,223,16,52,1800
56,1,643,327,68,192,1833
56,2,734,246,54,173,1833
56,4,863,226,17,55,1833
56,5,898,225,18,57,1833
56,6,925,222,23,70,1833
56,7,962,216,22,77,1833
56,8,993,220,23,69,1833
56,9,1384,408,85,204,1833
56,11,399,443,113,244,1833
56,14,1300,378,72,183,1833
56,15,278,474,123,254,1833
56,16,828,223,16,51,1833
57,1,641,326,68,194,1866
57,2,732,247,53,170,1866
57,4,862,226,18,55,1866
57,5,896,224,19,58,1866
57,6,925,221,23,71,1866
57,7,962,216,23,77,1866
57,8,994,222,22,67,1866
57,9,1384,406,92,211,1866
57,11,407,448,111,243,1866
57,14,1301,376,73,187,1866
57,15,285,475,128,253,1866
57,16,827,223,17,52,1866
58,1,640,326,66,193,1900
58,2,730,249,53,167,1900
58,4,862,226,18,55,1900
58,5,895,225,19,58,1900
58,6,925,222,23,70,1900
58,7,962,217,23,76,1900
58,8,994,223,22,66,1900
58,9,1386,406,96,211,1900
58,11,412,450,112,245,1900
58,14,1303,374,74,189,1900
58,15,287,470,134,260,1900
58,16,827,223,17,52,1900
59,1,638,325,68,197,1933
59,2,730,253,51,162,1933
59,4,862,225,18,56,1933
59,5,894,224,20,61,1933
59,6,925,223,23,69,1933
59,7,962,216,23,78,1933
59,8,993,222,22,66,1933
59,9,1389,406,99,211,1933
59,11,419,450,114,248,1933
59,14,1306,375,73,187,1933
59,15,288,469,138,262,1933
59,16,828,223,17,52,1933
60,1,635,322,69,202,1966
60,2,729,253,51,160,1966
60,4,862,224,18,57,1966
60,5,893,223,20,64,1966
60,6,926,222,24,70,1966
60,7,963,216,22,77,1966
60,8,993,223,22,65,1966
60,9,1394,406,101,211,1966
60,11,426,450,116,251,1966
60,14,1311,375,73,186,1966
60,15,290,470,139,262,1966
60,16,830,224,16,51,1966
61,1,635,322,68,202,2000
61,2,728,254,51,159,2000
61,4,862,223,19,58,2000
61,5,893,222,20,65,2000
61,6,926,221,24,72,2000
61,7,962,216,22,77,2000
61,8,994,224,22,64,2000
61,9,1397,408,102,208,2000
61,11,427,450,118,253,2000
61,14,1313,375,72,186,2000
61,15,289,471,142,262,2000
61,16,830,224,16,50,2000
61,19,1645,966,143,119,2000
62,1,633,322,68,204,2033
62,2,726,252,51,163,2033
62,4,863,222,19,61,2033
62,5,893,221,21,67,2033
62,6,927,219,25,74,2033
62,7,963,216,22,76,2033
62,8,994,222,22,66,2033
62,9,1408,413,100,200,2033
62,11,437,454,116,247,2033
62,14,1318,367,73,190,2033
62,15,304,473,139,257,2033
62,16,828,221,18,54,2033
62,19,1636,959,156,129,2033
63,1,633,323,68,204,2066
63,2,723,251,52,166,2066
63,4,863,220,21,66,2066
63,5,891,220,22,70,2066
63,6,928,219,24,74,2066
63,7,965,216,21,74,2066
63,8,994,221,22,66,2066
63,9,1415,412,97,196,2066
63,11,444,456,114,244,2066
63,14,1322,364,72,190,2066
63,15,313,474,138,255,2066
63,16,828,219,18,58,2066
63,19,1633,953,164,138,2066
64,1,633,325,67,201,2100
64,2,718,246,54,171,2100
64,4,864,219,20,67,2100
64,5,891,220,22,69,2100
64,6,928,218,24,73,2100
64,7,965,215,21,73,2100
64,8,994,219,22,67,2100
64,9,1421,408,96,199,2100
64,11,452,457,114,244,2100
64,14,1330,363,73,193,2100
64,15,322,473,135,250,2100
64,16,828,219,18,58,2100
64,19,1628,945,172,145,2100
65,1,627,329,67,200,2133
65,2,716,245,55,174,2133
65,4,864,221,19,62,2133
65,5,893,220,21,67,2133
65,6,928,216,24,75,2133
65,7,965,215,21,73,2133
65,8,993,217,23,69,2133
65,9,1423,402,100,209,2133
65,11,459,449,118,253,2133
65,14,1333,361,73,197,2133
65,15,328,470,132,250,2133
65,19,1623,938,178,151,2133
66,1,623,330,68,203,2166
66,2,714,247,56,171,2166
66,4,863,220,20,62,2166
66,5,895,218,21,67,2166
66,6,928,215,25,76,2166
66,7,966,214,21,73,2166
66,8,993,215,24,71,2166
66,9,1426,401,98,210,2166
66,11,464,447,117,256,2166
66,14,1335,358,76,204,2166
66,15,333,464,132,255,2166
66,19,1624,932,176,152,2166
66,20,582,939,135,147,2166
67,1,622,330,68,205,2200
67,2,713,246,56,174,2200
67,4,863,218,20,64,2200
67,5,894,218,22,67,2200
67,6,929,214,24,76,2200
67,7,966,213,22,74,2200
67,8,992,214,24,72,2200
67,9,1432,403,95,207,2200
67,11,469,449,114,252,2200
67,14,1336,357,76,205,2200
67,15,342,461,129,255,2200
67,19,1625,925,173,151,2200
67,20,582,936,140,151,2200
68,1,621,331,68,204,2233
68,2,706,249,56,169,2233
68,4,862,217,21,66,2233
68,5,894,217,22,68,2233
68,6,928,213,25,77,2233
68,7,967,212,22,75,2233
68,8,992,212,25,75,2233
68,9,1434,397,97,217,2233
68,11,473,447,113,254,2233
68,14,1338,358,74,202,2233
68,15,351,463,129,259,2233
68,16,826,218,18,59,2233
68,19,1629,921,166,146,2233
68,20,603,926,141,154,2233
69,1,619,333,67,202,2266
69,2,704,252,54,164,2266
69,4,861,215,22,69,2266
69,5,892,216,23,71,2266
69,6,928,212,25,78,2266
69,7,966,212,22,74,2266
69,8,992,211,25,76,2266
69,9,1438,392,95,217,2266
69,11,476,448,111,252,2266
69,14,1340,360,74,198,2266
69,15,358,466,126,255,2266
69,16,826,218,18,59,2266
69,19,1640,916,179,155,2266
69,20,609,921,143,159,2266
70,1,616,335,67,198,2300
70,2,702,253,55,161,2300
70,4,861,213,22,71,2300
70,5,891,215,23,72,2300
70,6,928,212,25,77,2300
70,7,966,211,22,75,2300
70,8,992,209,26,78,2300
70,9,1443,398,92,211,2300
70,11,480,450,109,247,2300
70,14,1343,362,73,193,2300
70,15,365,468,124,256,2300
70,19,1641,909,193,166,2300
70,20,615,916,145,165,2300
70,21,813,210,34,54,2300
71,1,614,336,66,198,2333
71,2,702,252,54,159,2333
71,4,861,213,24,72,2333
71,5,891,214,24,73,2333
71,6,928,211,25,78,2333
71,7,965,209,23,77,2333
71,8,992,208,26,79,2333
71,9,1446,399,94,211,2333
71,11,488,449,108,247,2333
71,14,1345,363,72,190,2333
71,15,369,464,129,267,2333
71,16,822,217,20,62,2333
71,19,1644,905,200,171,2333
71,20,620,910,149,171,2333
71,21,812,210,36,55,2333
72,1,610,337,68,199,2366
72,2,702,253,54,159,2366
72,4,862,213,22,72,2366
72,5,891,215,23,72,2366
72,6,928,211,25,78,2366
72,7,965,209,23,78,2366
72,8,992,208,26,80,2366
72,9,1449,401,95,209,2366
72,11,494,446,110,249,2366
72,14,1347,364,72,187,2366
72,15,381,463,130,268,2366
72,16,822,217,20,62,2366
72,19,1646,901,205,175,2366
72,20,630,907,150,174,2366
73,1,607,338,68,200,2400
73,2,701,254,55,158,2400
73,4,862,213,22,72,2400
73,5,890,215,24,73,2400
73,6,928,211,25,78,2400
73,7,965,209,23,79,2400
73,8,992,208,26,80,2400
73,9,1451,402,96,210,2400
73,11,500,444,112,253,2400
73,14,1349,365,72,184,2400
73,15,387,463,130,268,2400
73,16,821,217,21,62,2400
73,19,1644,894,216,184,2400
73,20,644,906,146,171,2400
73,22,1894,327,23,237,2400
73,23,1177,332,60,176,2400
74,1,605,336,68,202,2433
74,2,698,255,55,158,2433
74,4,861,213,23,72,2433
74,5,889,214,24,74,2433
74,6,928,210,25,80,2433
74,7,964,208,23,80,2433
74,8,992,208,26,80,2433
74,9,1451,403,98,209,2433
74,11,508,447,112,253,2433
74,14,1351,365,72,184,2433
74,15,392,468,130,261,2433
74,16,821,217,21,62,2433
74,19,1641,890,221,189,2433
74,20,654,904,145,171,2433
74,22,1892,329,23,231,2433
74,23,1176,332,60,177,2433
75,1,602,336,68,200,2466
75,2,695,258,55,157,2466
75,4,860,212,23,73,2466
75,5,888,213,25,76,2466
75,6,927,209,27,81,2466
75,7,963,207,24,82,2466
75,8,992,208,27,80,2466
75,9,1452,407,98,206,2466
75,11,515,451,113,251,2466
75,14,1353,364,74,186,2466
75,15,396,472,129,255,2466
75,16,819,211,21,61,2466
75,19,1635,882,226,194,2466
75,20,660,902,146,174,2466
75,22,1891,331,23,225,2466
75,23,1175,333,60,177,2466
76,1,600,337,67,198,2500
76,2,693,259,56,157,2500
76,4,859,212,23,73,2500
76,5,888,212,25,77,2500
76,6,928,210,26,80,2500
76,7,964,208,24,81,2500
76,8,992,208,26,82,2500
76,9,1454,409,98,204,2500
76,11,522,458,112,245,2500
76,14,1356,362,75,187,2500
76,15,399,471,132,258,2500
76,16,819,209,22,62,2500
76,19,1628,873,236,204,2500
76,20,677,900,149,180,2500
76,22,1889,330,24,227,2500
76,23,1174,334,60,175,2500
77,1,592,336,66,200,2533
77,2,692,260,56,156,2533
77,4,860,212,22,72,2533
77,5,887,212,26,77,2533
77,6,928,210,26,80,2533
77,7,964,209,24,80,2533
77,8,992,208,26,82,2533
77,9,1462,419,92,192,2533
77,11,527,463,113,240,2533
77,14,1358,358,77,190,2533
77,15,402,467,136,265,2533
77,16,818,211,23,66,2533
77,19,1621,869,243,210,2533
77,20,691,899,151,183,2533
77,22,1889,332,24,224,2533
77,23,1174,335,57,171,2533
78,1,587,334,68,201,2566
78,2,689,262,56,155,2566
78,4,860,214,22,69,2566
78,5,887,212,25,77,2566
78,6,928,210,26,80,2566
78,7,965,209,22,78,2566
78,8,992,209,27,81,2566
78,9,1471,418,88,188,2566
78,11,537,463,114,240,2566
78,14,1366,358,75,188,2566
78,15,409,465,136,267,2566
78,16,818,214,23,65,2566
