frame_id,track_id,x,y,w,h,time
27,4,32,177,93,319,1080
28,1,84,70,66,158,1120
28,2,393,96,43,155,1120
28,3,153,114,57,77,1120
28,4,36,175,95,317,1120
29,1,85,71,65,155,1160
29,2,393,94,44,159,1160
29,3,154,114,56,76,1160
29,4,37,176,98,312,1160
30,1,86,72,64,152,1200
30,2,393,94,44,159,1200
30,3,154,114,56,77,1200
30,4,48,179,100,306,1200
31,1,87,73,64,150,1240
31,2,394,94,44,159,1240
31,3,153,114,57,77,1240
31,4,61,180,104,308,1240
32,1,89,71,56,130,1280
32,2,395,96,42,157,1280
32,3,153,114,58,78,1280
32,4,76,176,107,311,1280
33,1,88,72,61,138,1320
33,2,395,97,42,155,1320
33,3,153,114,58,79,1320
33,4,95,179,110,302,1320
34,1,89,71,55,126,1360
34,2,396,98,42,153,1360
34,3,153,114,58,80,1360
34,4,109,175,114,302,1360
35,1,88,71,61,138,1400
35,2,396,98,42,152,1400
35,3,152,114,60,81,1400
35,4,120,177,117,298,1400
36,1,88,72,56,123,1440
36,2,397,97,42,153,1440
36,3,152,114,60,81,1440
36,4,125,177,120,297,1440
37,1,88,72,62,137,1480
37,2,396,95,43,157,1480
37,3,149,115,70,97,1480
37,4,128,182,120,290,1480
38,1,87,72,66,145,1520
38,2,396,93,44,159,1520
38,3,147,115,74,107,1520
38,4,135,179,124,294,1520
39,1,86,72,67,146,1560
39,2,396,91,45,163,1560
39,3,151,114,64,92,1560
39,4,139,180,126,294,1560
40,1,85,72,68,148,1600
40,2,397,90,45,164,1600
40,3,154,114,57,83,1600
40,4,142,180,127,294,1600
41,1,85,72,69,150,1640
41,2,398,84,46,174,1640
41,3,154,114,55,79,1640
41,4,151,186,121,286,1640
42,1,84,71,70,150,1680
42,2,399,84,47,175,1680
42,3,154,113,55,79,1680
42,4,160,188,118,285,1680
43,1,84,70,70,151,1720
43,2,401,84,47,174,1720
43,3,154,113,55,79,1720
43,4,172,193,115,284,1720
44,1,84,70,70,152,1760
44,2,403,87,46,169,1760
44,3,154,113,55,78,1760
44,4,188,200,109,275,1760
45,1,84,70,71,152,1800
45,2,405,89,45,165,1800
45,3,154,113,55,78,1800
45,4,200,200,109,275,1800
46,1,84,69,70,153,1840
46,2,407,97,43,153,1840
46,3,155,113,53,76,1840
46,4,217,207,103,261,1840
47,1,84,69,71,154,1880
47,2,410,89,46,164,1880
47,3,155,113,54,76,1880
47,4,237,205,106,262,1880
48,1,84,69,71,154,1920
48,2,411,85,47,170,1920
48,3,155,113,54,76,1920
48,4,248,204,109,261,1920
49,1,84,69,71,155,1960
49,2,413,84,47,170,1960
49,3,154,113,56,78,1960
49,4,253,199,115,266,1960
50,1,84,69,71,156,2000
50,2,417,87,46,164,2000
50,3,154,113,55,78,2000
50,4,257,199,120,267,2000
51,1,83,69,72,156,2040
51,2,420,87,47,164,2040
51,3,154,114,55,78,2040
51,4,261,199,123,268,2040
52,1,84,69,70,156,2080
52,2,422,91,44,154,2080
52,3,154,114,56,78,2080
52,4,261,190,128,275,2080
53,1,84,70,70,156,2120
53,2,426,90,46,157,2120
53,3,154,115,55,76,2120
53,4,266,184,128,276,2120
54,1,84,70,70,157,2160
54,2,428,90,46,156,2160
54,3,154,115,55,76,2160
54,4,279,190,121,265,2160
55,1,83,70,72,159,2200
55,2,428,90,46,153,2200
55,3,154,115,55,76,2200
55,4,289,192,115,258,2200
56,1,83,70,71,158,2240
56,2,431,90,46,152,2240
56,3,154,115,55,76,2240
56,4,300,194,112,258,2240
57,1,84,70,70,159,2280
57,2,434,92,47,151,2280
57,3,154,115,56,76,2280
57,4,313,195,107,253,2280
58,1,84,70,70,159,2320
58,2,439,88,50,159,2320
58,3,154,115,56,77,2320
58,4,324,200,104,250,2320
59,1,83,70,71,159,2360
59,2,442,84,52,167,2360
59,3,154,115,56,78,2360
59,4,337,207,100,242,2360
60,1,83,69,71,160,2400
60,2,445,83,54,171,2400
60,3,154,115,56,78,2400
60,4,348,211,98,236,2400
61,1,83,69,71,161,2440
61,2,448,85,54,171,2440
61,3,154,115,56,78,2440
61,4,358,196,109,256,2440
62,1,82,68,72,164,2480
62,2,449,87,55,170,2480
62,3,153,115,57,78,2480
62,4,366,192,114,259,2480
63,1,82,68,72,165,2520
63,2,449,86,57,172,2520
63,3,153,115,57,78,2520
63,4,370,192,117,258,2520
64,1,82,68,72,165,2560
64,2,454,88,56,168,2560
64,3,153,115,57,78,2560
64,4,377,197,120,259,2560
65,1,83,68,71,166,2600
65,2,458,89,56,166,2600
65,3,153,115,57,78,2600
65,4,379,203,121,254,2600
66,1,83,68,71,166,2640
66,2,463,92,55,160,2640
66,3,153,116,57,78,2640
66,4,379,200,123,255,2640
67,1,83,67,71,167,2680
67,2,467,95,54,154,2680
67,3,153,116,56,77,2680
67,4,387,216,115,233,2680
68,1,83,67,71,166,2720
68,2,470,99,53,151,2720
68,3,153,115,57,77,2720
68,4,395,215,112,226,2720
69,1,83,68,70,164,2760
69,2,473,99,52,149,2760
69,3,154,115,56,77,2760
69,4,404,209,111,229,2760
70,1,83,68,70,164,2800
70,2,476,100,50,142,2800
70,3,154,115,56,77,2800
70,4,411,196,114,242,2800
71,1,83,68,70,164,2840
71,2,480,96,50,145,2840
71,3,153,115,57,76,2840
71,4,424,190,113,250,2840
72,1,83,67,70,166,2880
72,2,483,94,50,147,2880
72,3,153,114,56,77,2880
72,4,430,167,117,266,2880
73,1,84,67,69,166,2920
73,2,485,93,49,149,2920
73,3,153,115,56,76,2920
73,4,436,144,121,287,2920
74,1,84,67,69,166,2960
74,2,490,91,45,135,2960
74,3,153,115,57,76,2960
74,4,441,131,123,304,2960
75,1,84,67,69,166,3000
75,2,493,90,45,134,3000
75,3,153,115,57,77,3000
75,4,449,132,119,303,3000
76,1,84,68,69,163,3040
76,3,153,115,56,76,3040
76,4,458,134,115,304,3040
77,1,84,68,69,163,3080
77,3,153,115,56,76,3080
77,4,469,149,105,282,3080
78,1,84,68,69,163,3120
78,3,153,115,56,76,3120
78,4,474,156,101,271,3120
79,1,84,68,69,164,3160
79,2,506,95,38,110,3160
79,3,153,114,56,76,3160
79,4,477,174,97,262,3160
80,1,84,68,69,164,3200
80,2,506,94,40,116,3200
80,3,153,114,56,76,3200
80,4,486,189,92,244,3200
81,1,84,68,69,165,3240
81,2,509,91,43,125,3240
81,3,153,114,56,76,3240
81,4,494,180,92,243,3240
82,1,84,68,69,165,3280
82,2,511,89,45,129,3280
82,3,153,114,56,76,3280
82,4,500,170,93,249,3280
83,1,83,68,69,165,3320
83,2,513,89,46,133,3320
83,3,153,114,56,76,3320
83,4,510,173,86,236,3320
83,5,870,53,50,84,3320
84,1,83,67,69,166,3360
84,2,515,89,46,133,3360
84,3,153,114,56,76,3360
84,4,518,175,84,233,3360
84,5,870,52,50,85,3360
85,1,83,67,70,167,3400
85,2,517,88,47,138,3400
85,3,153,114,56,76,3400
85,4,526,169,85,242,3400
85,5,870,52,50,85,3400
86,1,83,67,70,168,3440
86,2,518,86,48,144,3440
86,3,153,114,56,76,3440
86,4,532,171,84,238,3440
86,5,870,52,50,84,3440
87,1,83,67,69,168,3480
87,2,520,86,48,147,3480
87,3,153,114,56,76,3480
87,4,541,176,81,234,3480
87,5,870,52,50,84,3480
88,1,83,67,69,168,3520
88,2,522,90,47,147,3520
88,3,153,114,56,76,3520
88,4,545,178,82,234,3520
88,5,870,52,50,84,3520
89,1,83,67,69,168,3560
89,2,523,92,48,146,3560
89,3,153,114,56,76,3560
89,4,551,179,84,234,3560
89,5,870,52,50,84,3560
90,1,83,67,69,167,3600
90,2,525,94,46,144,3600
90,3,153,114,56,76,3600
90,4,557,180,84,230,3600
90,5,870,52,50,84,3600
91,1,83,67,68,167,3640
91,2,526,97,46,141,3640
91,3,153,115,56,75,3640
91,4,559,180,86,229,3640
91,5,870,52,50,84,3640
92,1,83,67,68,167,3680
92,2,526,97,46,144,3680
92,3,154,115,56,75,3680
92,4,562,179,89,230,3680
92,5,871,52,48,84,3680
93,1,83,67,68,167,3720
93,2,526,96,47,148,3720
93,3,153,115,56,75,3720
93,4,564,177,90,229,3720
93,5,871,52,48,83,3720
94,1,83,68,68,167,3760
94,2,529,93,46,152,3760
94,3,153,116,56,73,3760
94,4,569,176,90,224,3760
94,5,871,52,48,83,3760
95,1,84,68,68,165,3800
95,2,530,88,48,160,3800
95,3,153,116,57,74,3800
95,4,574,174,91,224,3800
96,1,85,68,67,164,3840
96,2,532,87,46,163,3840
96,3,153,116,57,74,3840
96,4,587,173,88,218,3840
96,5,870,52,50,84,3840
97,1,85,69,67,162,3880
97,2,535,92,42,154,3880
97,3,153,117,57,73,3880
97,4,598,173,86,213,3880
97,5,870,52,50,84,3880
98,1,85,69,67,162,3920
98,2,537,97,38,144,3920
98,3,153,117,57,73,3920
98,4,606,171,85,213,3920
99,1,85,70,66,160,3960
99,2,539,98,38,144,3960
99,3,153,117,57,73,3960
99,4,613,168,84,217,3960
100,1,84,70,67,160,4000
100,3,153,117,57,73,4000
100,4,620,166,84,220,4000
101,1,85,70,65,159,4040
101,3,154,117,55,72,4040
101,4,623,165,84,223,4040
102,1,85,70,65,158,4080
102,3,154,117,55,72,4080
102,4,627,166,80,218,4080
103,1,85,71,65,156,4120
103,3,153,117,57,71,4120
103,4,629,165,80,218,4120
104,1,85,71,66,157,4160
104,3,153,117,57,71,4160
104,4,631,165,79,217,4160
104,5,870,52,50,84,4160
105,1,85,71,66,157,4200
105,3,153,117,57,71,4200
105,4,637,165,78,214,4200
105,5,870,52,50,85,4200
106,1,84,71,67,157,4240
106,3,153,117,57,71,4240
106,4,639,164,79,214,4240
106,5,870,52,50,85,4240
107,1,84,71,67,157,4280
107,3,153,117,57,71,4280
107,4,642,162,79,214,4280
107,5,870,52,50,85,4280
108,1,85,71,66,157,4320
108,3,153,117,57,71,4320
108,4,647,164,76,208,4320
109,1,85,71,67,157,4360
109,3,153,117,57,71,4360
109,4,654,166,74,202,4360
110,1,85,71,67,157,4400
110,3,153,117,57,70,4400
110,4,659,165,73,202,4400
111,1,85,71,67,157,4440
111,3,153,117,57,71,4440
111,4,665,166,71,199,4440
111,5,870,52,50,85,4440
112,1,85,71,67,157,4480
112,3,153,117,57,71,4480
112,4,669,165,70,198,4480
112,5,870,52,50,85,4480
113,1,85,71,67,158,4520
113,3,153,117,57,71,4520
113,4,668,146,75,215,4520
113,5,870,52,50,85,4520
114,1,85,71,67,158,4560
114,3,153,117,57,71,4560
114,4,671,137,77,222,4560
114,5,870,52,50,85,4560
115,1,84,70,69,160,4600
115,3,153,117,57,71,4600
115,4,677,154,72,207,4600
115,5,870,52,50,86,4600
116,1,84,69,68,161,4640
116,3,153,117,58,71,4640
116,4,680,163,71,198,4640
116,5,870,52,50,86,4640
117,1,84,69,69,162,4680
117,3,153,117,57,71,4680
117,4,681,167,72,195,4680
117,5,870,52,50,86,4680
118,1,84,69,69,162,4720
118,3,154,117,56,71,4720
118,4,686,167,75,197,4720
118,5,870,52,50,86,4720
119,1,83,69,69,161,4760
119,3,153,117,57,71,4760
119,4,688,165,77,201,4760
120,1,84,70,68,159,4800
120,3,153,117,57,71,4800
120,4,691,165,79,199,4800
121,1,84,70,68,159,4840
121,3,152,117,58,72,4840
121,4,696,165,78,196,4840
122,1,84,70,68,159,4880
122,3,152,117,59,72,4880
122,4,703,165,79,194,4880
123,1,84,71,68,159,4920
123,3,152,117,59,72,4920
123,4,711,159,79,196,4920
123,5,870,52,50,86,4920
124,1,84,71,68,159,4960
124,4,716,154,80,201,4960
124,5,870,52,50,86,4960
125,1,84,71,68,159,5000
125,4,720,154,79,200,5000
126,1,83,71,69,159,5040
126,3,153,116,58,74,5040
126,4,726,167,74,185,5040
127,1,84,71,69,159,5080
127,3,153,116,58,73,5080
127,4,735,172,71,180,5080
128,1,84,72,69,158,5120
128,3,153,115,58,74,5120
128,4,738,170,73,185,5120
129,1,84,72,69,159,5160
129,3,153,115,58,74,5160
129,4,742,171,72,182,5160
130,1,84,72,69,159,5200
130,3,153,115,58,74,5200
130,4,744,171,72,182,5200
131,1,84,72,69,159,5240
131,3,153,115,58,74,5240
131,4,746,170,72,183,5240
132,1,84,71,69,160,5280
132,3,153,115,58,74,5280
132,4,746,170,73,184,5280
133,1,84,71,69,160,5320
133,3,153,115,58,74,5320
133,4,751,164,74,185,5320
134,1,84,71,69,160,5360
134,3,153,115,58,74,5360
134,4,757,161,74,188,5360
134,5,871,53,49,84,5360
135,1,84,71,69,160,5400
135,3,153,115,58,74,5400
135,4,762,160,74,188,5400
135,5,871,54,48,82,5400
136,1,83,71,70,160,5440
136,4,766,160,73,185,5440
136,5,871,54,48,82,5440
137,1,83,71,70,161,5480
137,4,772,161,73,181,5480
138,1,83,71,70,161,5520
138,4,778,160,71,179,5520
139,1,83,70,70,162,5560
139,4,785,160,70,176,5560
140,1,82,70,70,162,5600
140,4,789,159,68,176,5600
141,1,82,70,70,162,5640
141,4,791,159,69,177,5640
142,1,83,71,69,162,5680
142,4,793,160,68,175,5680
143,1,82,71,70,161,5720
143,4,793,156,71,181,5720
144,1,83,71,69,161,5760
144,4,795,153,74,185,5760
145,1,83,71,69,161,5800
145,4,797,154,75,184,5800
146,1,83,71,69,162,5840
146,4,801,157,75,179,5840
147,1,82,70,70,163,5880
147,4,804,158,76,175,5880
148,1,82,70,70,163,5920
148,4,807,157,75,172,5920
149,1,82,70,70,163,5960
149,4,809,160,77,170,5960
149,5,870,53,49,84,5960
150,1,82,70,70,163,6000
150,4,815,159,79,170,6000
150,5,870,52,49,86,6000
151,1,82,70,70,163,6040
151,4,826,162,78,168,6040
152,1,82,71,70,162,6080
152,4,833,164,76,165,6080
153,1,82,71,70,162,6120
153,4,838,163,76,167,6120
154,1,83,71,69,162,6160
154,4,843,163,74,166,6160
155,1,82,71,70,162,6200
155,4,847,164,74,168,6200
155,5,870,52,50,86,6200
156,1,82,71,70,162,6240
156,4,853,165,71,165,6240
156,5,870,52,50,86,6240
157,1,82,71,70,162,6280
157,4,856,163,71,167,6280
157,5,870,52,50,86,6280
158,1,82,71,70,162,6320
158,4,860,165,70,165,6320
158,5,870,52,50,86,6320
159,1,82,70,70,163,6360
159,4,863,164,70,164,6360
159,5,871,52,49,86,6360
160,1,82,70,70,163,6400
160,4,865,162,70,166,6400
160,5,871,52,50,86,6400
161,1,82,70,70,164,6440
161,4,868,163,71,165,6440
161,5,871,52,50,86,6440
162,1,83,70,69,164,6480
162,4,872,158,72,171,6480
162,5,871,53,49,85,6480
163,1,83,70,70,164,6520
163,4,879,159,71,168,6520
163,5,871,53,49,85,6520
164,1,83,70,69,163,6560
164,4,884,158,71,165,6560
165,1,82,70,70,163,6600
165,4,888,152,72,170,6600
166,1,82,70,70,163,6640
166,4,891,147,74,173,6640
167,1,82,70,70,163,6680
167,4,895,145,75,176,6680
168,1,82,70,70,164,6720
168,4,897,145,75,176,6720
169,1,82,70,70,164,6760
169,4,899,145,75,177,6760
170,1,82,70,70,164,6800
170,4,900,146,75,176,6800
171,1,82,70,69,163,6840
171,4,903,148,75,175,6840
172,1,82,70,70,163,6880
172,4,905,152,75,170,6880
173,1,82,70,70,163,6920
173,4,906,150,78,172,6920
174,1,82,70,70,163,6960
174,4,907,154,77,167,6960
175,1,82,70,70,164,7000
175,4,908,160,77,161,7000
176,1,82,70,70,164,7040
176,4,912,165,77,155,7040
177,1,82,70,70,164,7080
177,4,917,167,77,152,7080
178,1,82,70,70,164,7120
178,4,928,162,78,154,7120
179,1,82,70,70,164,7160
179,4,937,160,78,156,7160
180,1,82,70,70,164,7200
180,4,945,159,78,156,7200
181,1,82,70,70,164,7240
181,4,950,159,78,157,7240
182,1,82,70,70,164,7280
182,4,955,159,77,157,7280
183,1,82,70,70,164,7320
183,4,958,160,76,156,7320
184,1,82,70,70,164,7360
184,4,960,162,76,155,7360
185,1,82,70,70,164,7400
185,4,964,164,74,152,7400
186,1,83,70,69,164,7440
186,4,968,168,73,147,7440
187,1,83,70,69,164,7480
187,4,969,171,73,144,7480
188,1,83,70,69,164,7520
188,4,969,170,75,145,7520
189,1,83,70,69,164,7560
189,4,974,165,78,151,7560
190,1,83,70,69,163,7600
190,4,976,161,80,154,7600
191,1,82,70,70,163,7640
191,4,981,157,82,158,7640
192,1,83,70,69,163,7680
192,4,985,157,81,157,7680
193,1,83,70,69,163,7720
193,4,990,159,79,153,7720
194,1,82,70,70,164,7760
194,4,994,160,78,151,7760
194,6,1212,110,35,90,7760
195,1,83,70,69,164,7800
195,4,996,160,78,150,7800
195,6,1212,110,35,90,7800
196,1,83,70,69,164,7840
196,4,999,162,78,147,7840
196,6,1212,110,35,90,7840
197,1,83,70,69,164,7880
197,4,1002,164,76,143,7880
198,1,82,70,70,164,7920
198,4,1004,167,76,140,7920
199,1,82,70,70,164,7960
199,4,1005,169,77,137,7960
200,1,82,70,70,165,8000
200,4,1006,173,77,133,8000
201,1,83,70,68,163,8040
201,4,1007,174,78,131,8040
202,1,83,70,68,162,8080
202,4,1010,179,78,126,8080
203,1,83,70,68,162,8120
203,4,1018,176,82,131,8120
204,1,83,70,68,162,8160
204,4,1021,175,85,134,8160
205,1,83,70,68,162,8200
205,4,1026,172,85,137,8200
206,1,83,70,68,162,8240
206,4,1033,170,84,139,8240
207,1,83,70,68,162,8280
207,4,1038,169,84,140,8280
208,1,83,70,68,162,8320
208,4,1042,167,85,142,8320
209,1,83,70,68,162,8360
209,4,1045,164,84,145,8360
210,1,82,70,70,163,8400
210,4,1047,163,84,146,8400
211,1,82,70,70,163,8440
211,4,1050,164,82,144,8440
212,1,82,70,70,163,8480
212,4,1052,165,81,142,8480
213,1,82,69,69,165,8520
213,4,1055,168,79,139,8520
214,1,82,69,69,165,8560
214,4,1059,169,78,138,8560
215,1,82,69,69,165,8600
215,4,1061,169,79,140,8600
216,1,82,69,69,165,8640
216,4,1068,164,81,145,8640
217,1,82,69,69,165,8680
217,4,1071,162,83,147,8680
218,1,82,69,69,165,8720
218,4,1074,161,84,147,8720
219,1,82,69,69,165,8760
219,4,1076,161,83,146,8760
219,7,1214,125,32,97,8760
220,1,82,69,69,166,8800
220,4,1078,161,83,146,8800
220,7,1214,127,31,93,8800
221,1,82,69,69,166,8840
221,4,1079,160,83,147,8840
221,7,1214,128,29,89,8840
222,1,82,69,69,166,8880
222,4,1081,159,81,148,8880
222,7,1213,128,30,88,8880
223,1,82,69,69,166,8920
223,4,1081,160,82,146,8920
223,7,1212,126,31,89,8920
224,1,82,69,69,165,8960
224,4,1082,161,81,145,8960
224,7,1206,120,35,100,8960
225,1,83,69,68,165,9000
225,4,1082,162,81,144,9000
225,7,1203,119,37,103,9000
226,1,82,69,69,166,9040
226,4,1084,165,80,143,9040
226,7,1201,119,39,105,9040
227,1,82,69,70,166,9080
227,4,1087,168,79,140,9080
227,7,1201,118,39,106,9080
228,1,82,69,69,166,9120
228,4,1088,167,81,141,9120
228,7,1200,119,40,102,9120
229,1,82,69,69,167,9160
229,4,1091,166,83,142,9160
229,7,1199,120,40,102,9160
230,1,82,69,69,167,9200
230,4,1096,163,84,143,9200
230,7,1198,121,41,99,9200
231,1,82,69,69,167,9240
231,4,1101,160,85,146,9240
231,7,1198,122,40,96,9240
232,1,82,69,69,167,9280
232,4,1112,156,86,148,9280
232,7,1197,125,38,92,9280
233,1,82,69,69,167,9320
233,4,1118,152,88,151,9320
233,7,1194,128,38,89,9320
234,1,82,69,69,168,9360
234,4,1123,151,88,152,9360
234,7,1193,129,38,88,9360
235,1,82,69,69,168,9400
235,4,1127,152,87,152,9400
236,1,83,69,68,167,9440
236,4,1130,151,88,153,9440
237,1,83,69,68,167,9480
237,4,1132,148,91,157,9480
238,1,83,69,68,167,9520
238,4,1131,145,93,160,9520
239,1,83,69,68,167,9560
239,4,1132,140,95,166,9560
240,1,83,69,68,167,9600
240,4,1133,143,92,161,9600
241,1,83,69,68,167,9640
241,4,1134,143,91,159,9640
242,1,83,69,68,167,9680
242,4,1136,150,87,151,9680
243,1,82,69,70,167,9720
243,4,1139,147,88,152,9720
244,1,83,69,68,167,9760
244,4,1142,147,88,152,9760
245,1,82,69,69,167,9800
246,1,82,69,69,167,9840
246,4,1144,143,90,155,9840
247,1,82,69,69,167,9880
247,4,1146,142,91,156,9880
248,1,82,69,69,166,9920
249,1,83,69,68,166,9960
249,7,1137,127,40,85,9960
250,1,83,69,68,166,10000
250,4,1156,110,101,180,10000
250,7,1134,127,42,85,10000
251,1,84,71,67,161,10040
251,4,1154,129,93,165,10040
251,7,1133,127,42,82,10040
252,1,84,71,67,160,10080
252,4,1159,135,90,160,10080
252,7,1128,127,45,85,10080
253,1,84,72,67,159,10120
253,4,1162,139,87,155,10120
253,7,1125,125,47,87,10120
254,1,84,72,67,159,10160
254,4,1163,139,87,157,10160
254,7,1122,125,49,87,10160
255,1,84,72,67,159,10200
255,4,1166,141,85,155,10200
255,7,1119,123,50,89,10200
256,1,84,72,67,159,10240
256,4,1167,138,86,160,10240
256,7,1114,122,51,89,10240
257,1,84,72,68,159,10280
257,4,1168,120,91,176,10280
257,7,1108,121,52,90,10280
258,1,83,72,69,159,10320
258,4,1171,114,91,180,10320
258,7,1105,118,54,94,10320
259,1,83,72,69,160,10360
259,4,1176,113,87,179,10360
259,7,1099,121,54,91,10360
260,1,83,72,69,160,10400
260,4,1179,111,85,181,10400
260,7,1096,120,55,92,10400
261,1,83,72,69,160,10440
261,4,1181,108,83,184,10440
261,7,1094,120,56,92,10440
262,1,83,72,69,160,10480
262,4,1183,107,81,185,10480
262,7,1093,120,57,94,10480
263,1,83,72,69,160,10520
263,4,1185,109,78,183,10520
263,7,1091,119,57,93,10520
264,1,83,72,69,160,10560
264,4,1187,112,74,177,10560
264,7,1089,116,57,92,10560
265,1,83,72,69,160,10600
265,4,1188,114,71,174,10600
265,7,1088,115,56,92,10600
266,1,83,72,69,160,10640
266,4,1188,113,69,173,10640
266,7,1086,115,55,91,10640
267,1,83,72,69,160,10680
267,4,1187,110,69,174,10680
267,7,1083,114,56,92,10680
268,1,83,72,69,160,10720
268,4,1187,107,68,175,10720
268,7,1080,112,56,93,10720
268,8,1205,122,43,108,10720
269,1,83,72,69,160,10760
269,4,1188,106,68,175,10760
269,7,1075,109,57,98,10760
269,8,1200,119,45,112,10760
270,1,83,72,69,160,10800
270,7,1072,106,59,105,10800
270,8,1199,120,44,110,10800
270,9,1221,146,31,151,10800
271,1,83,71,69,161,10840
271,7,1070,105,58,106,10840
271,8,1198,123,43,105,10840
271,9,1222,147,31,151,10840
272,1,83,71,70,161,10880
272,7,1068,115,53,96,10880
272,8,1196,125,43,103,10880
273,1,83,71,69,161,10920
273,7,1063,121,49,89,10920
273,8,1195,128,42,98,10920
274,1,83,70,69,162,10960
274,7,1060,121,49,89,10960
274,8,1194,130,42,96,10960
275,1,83,70,69,162,11000
275,8,1193,131,42,95,11000
276,1,83,70,70,162,11040
276,8,1192,132,43,94,11040
277,1,83,70,70,162,11080
277,8,1191,131,44,94,11080
278,1,83,70,70,162,11120
278,8,1191,131,44,94,11120
279,1,82,70,70,162,11160
279,8,1190,131,44,93,11160
280,1,82,70,70,162,11200
280,8,1190,129,44,94,11200
281,1,82,70,70,163,11240
281,8,1187,129,45,92,11240
281,10,1217,123,29,95,11240
282,1,82,70,70,163,11280
282,8,1186,131,44,87,11280
282,10,1219,127,27,88,11280
283,1,83,70,69,163,11320
283,8,1186,131,44,86,11320
283,10,1219,128,27,86,11320
284,1,83,70,70,163,11360
284,8,1176,130,47,93,11360
285,1,83,70,70,163,11400
285,8,1171,130,49,96,11400
286,1,83,70,69,163,11440
286,8,1168,131,50,97,11440
287,1,82,70,70,163,11480
287,8,1165,131,51,98,11480
287,10,1218,127,29,88,11480
288,1,82,70,70,163,11520
288,8,1163,131,51,99,11520
288,10,1219,127,27,88,11520
289,1,83,70,69,163,11560
289,8,1161,132,52,99,11560
289,10,1218,128,28,88,11560
290,1,83,70,69,162,11600
290,8,1161,132,52,98,11600
290,10,1218,129,28,87,11600
291,1,82,70,70,162,11640
291,8,1161,131,51,98,11640
292,1,83,69,69,163,11680
292,8,1159,131,51,97,11680
293,1,82,69,70,163,11720
293,8,1158,131,51,96,11720
294,1,82,69,70,163,11760
294,8,1156,131,52,96,11760
295,1,82,69,70,163,11800
296,1,82,69,70,164,11840
297,1,82,69,70,163,11880
298,1,82,69,70,163,11920
299,1,82,69,70,163,11960
300,1,82,69,70,165,12000
300,8,1145,131,53,96,12000
301,1,82,69,70,166,12040
301,8,1144,133,53,96,12040
302,1,82,69,70,168,12080
302,8,1142,133,54,96,12080
303,1,82,69,71,168,12120
303,8,1141,134,53,96,12120
303,11,18,141,39,284,12120
304,1,82,68,71,169,12160
304,8,1139,134,54,96,12160
304,11,19,155,40,269,12160
305,1,82,68,71,171,12200
305,8,1138,134,54,97,12200
305,11,18,152,41,271,12200
306,1,82,68,71,170,12240
306,8,1137,134,55,98,12240
306,11,17,164,41,256,12240
307,1,82,68,71,170,12280
307,8,1136,132,56,101,12280
307,11,17,169,42,253,12280
308,1,82,69,71,169,12320
308,8,1134,130,57,103,12320
308,10,1214,123,33,100,12320
308,11,15,169,44,258,12320
309,1,82,70,70,166,12360
309,8,1133,129,57,105,12360
309,10,1214,122,33,102,12360
309,11,14,174,45,247,12360
310,1,81,70,70,166,12400
310,8,1133,129,56,104,12400
